Name,RA,Dec,z,z_err,K0,K0_err,K100,K100_err,alpha,Tx,Tx_err,Lbol,Lbol_err,LHa,LHa_err,Lrad,Lrad_err,Rin,Rout,nelec,nelec_err,Kitpl,Kflat,K_err,Pitpl,Pflat,Perr,Mgrav,Mgrav_err,clustemp,clustemp_err,Lambda,tcool5/2,t52err,tcool3/2,t32err,UVSFR,UVerr,IRSFR,IR_err,70SFR,70err,24SFR,24err,BCGmass,BCGmass_err,ROIout,D_A,asymm_v0,asymm_v0_err,clumpy_v0,clump_v0_err,concen_v0,concen_v0_err,Symmetry,Symm_err,Peakiness,Peak_err,Alignment,Align_err,RaffCP(2006),Raff_err_low,Raff_err_high,CavagCP(2010),Cavag_err_low,Cavag_err_high,OSulCP(2011),OSul_err_low,Osul_err_high,HlavaCP(2012),Hlava_err,completeCavPow,complete_err_low,complete_err_high,name_in_Fraser-McKelvie,BCG_Stellar_Mass,mass_high,mass_low,BCG_SFR,SFR_high,SFR_low,alt_tcool
AWM7,43.61512917,41.57974167,0.017239,0.00041,8.37,0,227.59,0,0.8,3.71,0,4.07,0,,,0.018,0,2.07E-02,2.24E-02,0.0096269,0.0006203,75.43,75.43,4.3339,5.32E-11,5.32E-11,3.99E-12,1.35E+12,3.77E+10,3.4652,0.13394,1.99E-23,5.2737,0.39626,3.1642,0.23776,0.24,0,,,,,,,,,0.07918,72.136,0.328780895,0,0.177233002,0,2.23,0,,,,,,,,,,,,,,,,,,,,,AWM7,41.9,0.92,0.9,0.48,0.57,0.12,6.671
Centaurus,192.2052792,-41.31098333,0.0114,0,2.25,0,474.86,0,1.33,3.96,0,1.74,0,1.5,0,7.38,0,1.98E-02,2.09E-02,0.011052,0.00019075,60.41,60.41,1.2242,1.29E-10,1.29E-10,7.42E-12,2.73E+12,3.33E+10,3.0002,0.05,2.33E-23,3.3995,0.081562,2.0397,0.048937,0.16,0,0.18,0,0.34,0.08,0.23,0.03,6.22,0,0.06374,46.065,0.155627115,0,0.076630036,0,3.3861,0,,,,,,,7.4,1.8,5.8,,,,,,,,,7.4,1.8,5.8,Abell 3526,40,1.38,1.35,0.31,0.66,0.14,5.407
CID_72,263.2635292,43.76035556,0.034394,0.000043,9.45,0,133.25,0,0.99,2.88,0,,,0.106,0,0.358,0,1.94E-02,2.26E-02,0.0078348,0.00022227,42.808,42.808,1.366,2.14E-11,2.14E-11,8.20E-13,1.08E+12,2.03E+10,1.8251,0.053633,1.51E-23,4.4951,0.18361,2.6971,0.11016,0.27,0,0.26,0,0.17,0,0.1,0.01,3.21,0,0.24908,141.317,0.351136681,0,0.406327705,0,3.5504,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.949
CL_J1226.9+3332,186.7432208,33.54648889,0.89,0,166.03,0,99,0,1.41,10.4,0,31,0,,,190,0,3.89E-02,7.77E-02,0.01627,0.0002859,209.95,209.95,46.774,3.55E-10,3.55E-10,7.93E-11,1.65E+13,2.70E+12,13.032,2.9348,2.88E-23,8.1296,1.8364,4.8778,1.1018,,,132.54,0,26.75,0,3.41,0.51,28.97,0,0.85486,1601.738,,,,,,,1.014,0,-1.039,0,1.17,0,,,,,,,,,,,,,,,,,,,,,,7.655
Cygnus_A,299.8682542,40.73388333,0.056075,0.000067,23.64,0,210.12,0,1.57,10.4,0,2.18,0,21.3,0,63700,0,2.15E-02,2.68E-02,0.032947,0.0008118,45.193,45.193,1.8212,2.48E-10,2.48E-10,1.10E-11,2.71E+12,7.30E+10,4.7184,0.17552,2.21E-23,1.8879,0.08424,1.1328,0.050544,,,95.04,0,31.23,6.27,167.24,16.72,7.56,0,0.15663,224.595,0.799651312,0,0.215229323,0,3.3712,0,,,,,,,1300,200,1100,,,,,,,,,1300,200,1100,Cygnus A,91.5,0.78,0.76,69.95,0.25,0.05,2.275
ESO_3060170,85.0278625,-40.83689444,0.035805,0.000083,7.98,0,1400.88,0,1.8,2.79,0,0.238,0,,,0.293,0,2.10E-02,2.45E-02,0.0068373,0.00023428,61.57,61.57,3.6159,2.46E-11,2.46E-11,1.57E-12,3.93E+11,1.56E+10,2.4899,0.1243,1.67E-23,6.3612,0.38517,3.8167,0.2311,0.39,0,,,,,,,,,0.10865,146.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.962
ESO_5520200,73.71799167,-18.1157,0.031405,0.000107,5.89,0,121.77,0,0.67,2.34,0,0.09,0,,,0.062,0,2.07E-02,2.37E-02,0.0044146,0.00075028,69.411,77.664,9.4294,1.34E-11,1.49E-11,2.48E-12,1.62E+12,8.93E+10,2.09,0.14,1.61E-23,8.5588,1.5635,5.1353,0.9381,0.4,0,,,,,,,,,0.10371,129.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.298
EXO_0422-086,66.46362917,-8.560116667,0.0397,0,13.77,0,193.82,0,1.25,3.28,0,0.738,0,0.011,0,4.52,0,1.86E-02,2.23E-02,0.018163,0.00054132,39.405,39.405,1.91,8.01E-11,8.01E-11,4.27E-12,2.40E+12,7.77E+10,3.0009,0.15862,1.96E-23,2.459,0.14922,1.4754,0.089529,0.4,0.09,,,,,,,,,0.1484,162.06,,,,,,,,,,,,,,,,,,,,,,,,,,,EXO 0422-086,34.2,0.74,0.73,0.25,0.3,0.06,3.29
HCG_62,193.2739208,-9.204344444,0.01472,0.00013,3.44,0,219.02,0,1.28,1.1,0,0.081,0,0.038,0,0.02,0,2.05E-02,2.20E-02,0.0038483,0.00030637,42.078,42.078,2.6372,6.44E-12,6.44E-12,5.56E-13,2.28E+12,5.58E+10,1.0716,0.037629,1.43E-23,5.7011,0.49606,3.4207,0.29763,,,1.07,0,0.14,0,0.21,0.02,3.56,0,0.04983,61.425,0.333121326,0,0.381654842,0,3.6815,0,,,,,,,3.9,2.3,6.1,,,,3.49,1.66,0.91,,,3.49,1.66,0.91,,,,,,,,9.28
HCG_42,150.0593083,-19.636325,0.0133,0,1.85,0,126.46,0,0.87,0.7,0,0.018,0,,,0.009,0,2.01E-02,2.14E-02,0.0025689,0.00040011,40.605,40.605,4.4338,7.61E-12,7.61E-12,2.91E-12,1.37E+12,3.40E+10,0.80338,0.032028,1.70E-23,5.3772,0.86451,3.2263,0.5187,0.24,0,0.32,0,0.06,0,0.16,0.02,4.47,0,0.0361,56.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.797
Hercules_A,252.7840042,4.992344444,0.155,0.00088,9.17,0,143.89,0,1.07,4.15,0,3.48,0,1.3,0,55200,0,2.53E-02,3.80E-02,0.013387,0.00017428,49.661,49.661,2.2865,6.07E-11,6.07E-11,2.86E-12,4.16E+12,1.38E+11,3.0741,0.14247,1.86E-23,3.6069,0.17363,2.1641,0.10418,1.34,0,1.17,0,,,0.4,0.06,4.32,0,0.40503,551.475,0.141192832,0,0.258657635,0,3.0384,0,1.268,0,-0.915,0,1.29,0,310,90,400,,,,,,,,,310,90,400,,,,,,,,4.519
Hydra_A,139.5249375,-12.09553889,0.054878,0.00008,13.31,0,114.92,0,1.03,4.3,0,2.63,0,9.61,0,2890,0,2.10E-02,2.63E-02,0.025129,0.00033938,39.28,39.28,1.556,1.37E-10,1.37E-10,5.61E-12,3.01E+12,8.52E+10,3.2694,0.12684,1.74E-23,2.18,0.089552,1.308,0.053731,2.62,0.19,3.77,0,3.08,0.73,2.13,0.21,4.88,0,0.29857,220.102,0.081477542,0,0.159946337,0,3.7727,0,1.425,0,-0.745,0,1.42,0,430,50,200,,,,,,,,,430,50,200,Abell 780,28.8,0.21,0.21,1.15,0.01,0,2.482
M49,187.4451708,8.00055,0.003272,0.000017,0.91,0,495.33,0,1.14,1.33,0,,,,,0.046,0,8.90E-03,9.07E-03,0.006922,0.00038185,29.623,29.623,1.238,1.21E-11,1.21E-11,7.07E-13,-3.55E+12,-5.17E+10,1.08,0.022711,1.94E-23,2.3527,0.1389,1.4116,0.08334,0.06,0,0.58,0,0.08,0.02,0.76,0.08,2.98,0,0.00907,14.076,0.18920329,0,0.306022676,0,4.2359,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18
M87,187.7057625,12.39129722,0.004283,0.000017,3.53,0,146.6,0,0.8,2.5,0,,,0.103,0,47,0,2.01E-02,2.06E-02,0.011687,0.00022489,46.068,46.068,1.0959,4.49E-11,4.49E-11,1.25E-12,1.63E+12,2.39E+10,2.375,0.045054,1.72E-23,3.4487,0.093191,2.0692,0.055914,0.1,0,0.24,0,0.18,0.04,0.37,0.04,4.55,0,0.05432,18.743,0.491454544,0,0.07288674,0,3.3472,0,,,,,,,6,0.9,4.2,,,,,,,,,6,0.9,4.2,,,,,,,,4.549
MACS_J0011.7-1523,2.929020833,-15.38910833,0.378,0,18.83,0,109.14,0,1.04,5.42,0,11,0,,,152,0,2.49E-02,4.99E-02,0.022488,0.00072569,56.985,61.377,7.3824,3.97E-10,4.28E-10,1.26E-10,1.26E+13,1.18E+12,4.89,0.58,1.88E-23,3.3766,0.41506,2.026,0.24904,,,,,,,,,,,0.47394,1037.572,,,,,,,1.273,0,-0.805,0,1.3,0,,,,,,,,,,,,,,,,,,,,,,3.393
MACS_J0035.4-2015,8.860720833,-20.26279444,0.364,0,93.42,0,76.4,0,1.26,7.39,0,19.8,0,,,12.6,0,2.41E-02,4.82E-02,0.01411,0.00076874,98.645,116.28,19.008,1.32E-10,1.55E-10,2.59E-11,3.26E+12,4.53E+11,6.79,1.09,2.27E-23,6.2016,1.0513,3.721,0.63079,,,,,,,,,,,0.79555,1045.662,,,,,,,1.164,0,-0.969,0,1.43,0,,,,,,,,,,,,,,,,,,,,,,6.371
MACS_J0159.8-0849,29.95605417,-8.833583333,0.405,0,18.79,0,123.87,0,1.31,9.59,0,26.5,0,,,237,0,2.69E-02,5.37E-02,0.032168,0.0006772,51.559,51.559,4.5054,6.52E-10,6.52E-10,1.39E-10,1.25E+13,7.92E+11,5.7547,0.56592,2.21E-23,2.3634,0.23768,1.418,0.14261,,,,,,,,,,,0.69858,1116.607,,,,,,,1.118,0,-0.728,0,1.27,0,,,,,,,,,,477,0,477,0,0,,,,,,,,2.573
MACS_J0242.5-2132,40.64960833,-21.54063889,0.314,0,10.92,0,74.59,0,1.29,6.22,0,12.9,0,,,4450,0,2.28E-02,4.55E-02,0.047785,0.0013342,28.608,28.608,2.4943,7.00E-10,7.00E-10,1.51E-10,8.21E+12,5.13E+11,3.9317,0.35886,1.99E-23,1.2071,0.11521,0.72423,0.069127,,,,,,,,,,,0.50089,947.948,,,,,,,1.327,0,-0.485,0,1.4,0,,,,,,,,,,353,0,353,0,0,,,,,,,,1.432
MACS_J0257.1-2325,44.28804167,-23.43495833,0.5049,0,234.47,0,195.81,0,1.39,10.5,0,21.9,0,,,27.5,0,3.05E-02,6.11E-02,0.0052147,0.0014386,302.62,302.62,88.119,7.69E-11,7.69E-11,2.74E-11,8.83E+12,1.46E+12,9.0774,2.1266,2.45E-23,20.779,7.5203,12.467,4.5122,,,,,,,,,,,0.79365,1266.114,,,,,,,1.061,0,-0.881,0,1.21,0,,,,,,,,,,568,0,568,0,0,,,,,,,,19.933
MACS_J0257.6-2209,44.42093333,-22.15308889,0.3224,0,155.91,0,82.11,0,1.55,7.4,0,10.9,0,,,9.44,0,2.32E-02,4.64E-02,0.009364,0.00060576,171.79,172.42,31.496,1.16E-10,1.16E-10,2.19E-11,3.51E+10,4.58E+09,7.66,1.36,2.57E-23,9.3027,1.7579,5.5816,1.0547,,,,,,,,,,,0.99683,965.024,,,,,,,0.915,0,-0.95,0,1.25,0,,,,,,,,,,,,,,,,,,,,,,10.197
MACS_J0308.9+2645,47.23302917,26.76065,0.324,0,212.76,0,70.07,0,1.43,7.37,0,20.6,0,,,9.55,0,2.33E-02,4.65E-02,0.013175,0.0018245,230.65,230.65,88.63,2.75E-10,2.75E-10,1.09E-10,8.57E+12,2.34E+12,12.531,4.4389,3.10E-23,8.9503,3.404,5.3702,2.0424,,,,,,,,,,,1.0002,968.239,,,,,,,0.954,0,-1.024,0,1.06,0,,,,,,,,,,,,,,,,,,,,,,9.27
MACS_J0329.6-0211,52.42367083,-2.196575,0.45,0,11.13,0,96.68,0,1.26,6.85,0,13,0,,,57.4,0,2.86E-02,5.72E-02,0.034335,0.00057619,38.825,38.825,2.8989,5.48E-10,5.48E-10,9.95E-11,1.10E+13,5.98E+11,4.5559,0.38009,2.04E-23,1.8988,0.16158,1.1393,0.096951,,,,,,,,,,,1.0013,1187.935,,,,,,,0.851,0,-0.605,0,1.08,0,,,,,,,,,,,,,,,,,,,,,,2.145
MACS_J0417.5-1154,64.394525,-11.90908611,0.44,0,27.08,0,99.69,0,1.42,11.3,0,38.2,0,,,235,0,2.82E-02,5.65E-02,0.034721,0.0014781,35.522,58.161,9.0762,5.10E-10,8.36E-10,3.15E-10,9.87E+12,1.84E+12,6.19,0.96,2.05E-23,2.5332,0.4074,1.5199,0.24444,,,,,,,,,,,0.67771,1172.711,,,,,,,0.372,0,-0.651,0,1.19,0,,,,,,,,,,,,,,,,,,,,,,2.472
MACS_J0429.6-0253,67.40036667,-2.885838889,0.399,0,17.17,0,88.87,0,1.23,6.76,0,11.7,0,,,866,0,2.66E-02,5.33E-02,0.032128,0.00099067,43.317,44.329,4.9296,5.47E-10,5.60E-10,1.52E-10,1.06E+13,8.72E+11,4.574,0.51707,2.09E-23,1.9882,0.23297,1.1929,0.13978,,,,,,,,,,,0.50584,1106.531,,,,,,,0.932,0,-0.617,0,1.31,0,,,,,,,,,,83,0,83,0,0,,,,,,,,2.297
MACS_J0520.7-1328,80.17521667,-13.48038333,0.34,0,88.59,0,84.92,0,1.2,6.27,0,9.63,0,,,397,0,2.40E-02,4.80E-02,0.017178,0.0016817,114.55,114.55,23.293,2.12E-10,2.12E-10,4.58E-11,4.99E+12,7.05E+11,7.4723,1.4527,2.43E-23,5.2218,1.1366,3.1331,0.68199,,,,,,,,,,,1.0087,999.37,,,,,,,1.089,0,-0.921,0,1.34,0,,,,,,,,,,,,,,,,,,,,,,5.49
MACS_J0547.0-3904,86.75659167,-39.07451111,0.319,0,23.14,0,121.59,0,1.2,2.96,0,1.62,0,,,44.4,0,1.69E-02,3.39E-02,0.017836,0.00087466,41.171,42.043,4.4564,8.12E-11,8.29E-11,9.28E-12,2.27E+12,1.72E+11,2.87,0.29,1.47E-23,3.2033,0.35978,1.922,0.21587,,,,,,,,,,,0.49132,706.95,,,,,,,0.797,0,-0.635,0,0.81,0,,,,,,,,,,163,0,163,0,0,,,,,,,,3.277
MACS_J0717.5+3745,109.3818917,37.75514444,0.5458,0,220.15,0,160.08,0,0.76,10.5,0,46.9,0,,,33.5,0,3.05E-02,6.11E-02,0.0094634,0.00018811,261.94,298.16,59.109,1.80E-10,2.05E-10,4.06E-11,5.36E+12,8.85E+11,13.34,2.64,3.06E-23,13.447,2.6746,8.0682,1.6047,,,,,,,,,,,1.1911,1320.044,,,,,,,0.758,0,-1.131,0,1,0,,,,,,,,,,,,,,,,,,,,,,13.315
MACS_J0744.8+3927,116.2200083,39.45678056,0.6976,0,42.38,0,112.02,0,1.11,11.29,0,24.9,0,,,58,0,3.54E-02,7.07E-02,0.02216,0.00070955,98.266,100.51,12.348,6.68E-10,6.83E-10,2.05E-10,2.40E+13,2.18E+12,7.93,0.96,2.48E-23,4.2174,0.52812,2.5305,0.31687,,,,,,,,,,,0.98998,1461.894,,,,,,,0.645,0,-0.766,0,1.08,0,,,,,,,,,,,,,,,,,,,,,,4.384
MACS_J1115.2+5320,168.8151333,53.33425278,0.466,0,292.28,0,27.56,0,1.73,8.03,0,14.3,0,,,19.6,0,2.82E-02,5.64E-02,0.0061589,0.001775,293.57,293.57,84.394,9.84E-11,9.84E-11,3.53E-11,-1.65E+12,-2.59E+11,9.3328,2.0878,2.74E-23,16.163,5.8967,9.6975,3.538,,,,,,,,,,,0.84601,1171.169,,,,,,,0.72,0,-1.292,0,0.75,0,,,,,,,,,,,,,,,,,,,,,,17.113
MACS_J1115.8+0129,168.9668667,1.499044444,0.352,0,14.76,0,107.65,0,1.31,9.26,0,1.49,0,,,6.67,0,2.46E-02,4.92E-02,0.043226,0.00084427,41.933,41.933,5.3309,3.62E-10,3.62E-10,4.63E-11,8.76E+12,8.13E+11,5.0344,0.61732,2.04E-23,1.6649,0.20673,0.99896,0.12404,,,,,,,,,,,0.86051,1022.841,,,,,,,1.346,0,-0.676,0,1.61,0,,,,,,,,,,,,,,,,,,,,,,1.791
MACS_J1131.8-1955,172.9774167,-19.92903889,0.3072,0,97.26,0,156.32,0,1.15,8.3,0,17.6,0,,,8.42,0,2.15E-02,4.30E-02,0.012085,0.00042542,104.58,142.41,26.886,1.08E-10,1.47E-10,2.79E-11,5.72E+12,1.07E+12,7.5,1.41,2.26E-23,8.001,1.5303,4.8006,0.9182,,,,,,,,,,,0.79534,933.466,,,,,,,0.398,0,-0.975,0,0.5,0,,,,,,,,,,,,,,,,,,,,,,7.818
MACS_J1149.5+2223,177.3994,22.39861667,0.5444,0,280.69,0,33.13,0,1.47,8.4,0,2.53,0,,,2.38,0,3.17E-02,6.35E-02,0.0063906,0.0017294,283.6,283.6,63.618,1.01E-10,1.01E-10,3.05E-11,-1.57E+12,-1.54E+11,9.4086,1.3107,2.60E-23,16.519,5.0277,9.9114,3.0166,,,,,,,,,,,1.301,1315.215,,,,,,,0.808,0,-1.128,0,0.87,0,,,,,,,,,,,,,,,,,,,,,,16.559
MACS_J1206.2-0847,181.55115,-8.800666667,0.44,0,69.04,0,94.69,0,1.28,7.88,0,37.3,0,,,1270,0,2.71E-02,5.42E-02,0.026947,0.00074896,92.178,100.02,13.239,3.62E-10,3.92E-10,5.25E-11,1.14E+13,1.19E+12,8.99,1.18,2.51E-23,3.8774,0.52023,2.3265,0.31214,,,,,,,,,,,1.0019,1172.711,,,,,,,0.867,0,-0.872,0,1.36,0,,,,,,,,,,,,,,,,,,,,,,3.839
MACS_J1311.0-0310,197.7569375,-3.177638889,0.494,0,47.36,0,63.47,0,1.62,8,0,10.2,0,,,26,0,2.89E-02,5.78E-02,0.022786,0.00059947,58.83,62.458,4.8392,1.75E-10,1.85E-10,1.48E-11,4.37E+12,2.57E+11,5.02,0.38,2.05E-23,3.1324,0.25102,1.8794,0.15061,,,,,,,,,,,0.69392,1250.934,,,,,,,1.287,0,-0.747,0,1.54,0,,,,,,,,,,,,,,,,,,,,,,3.392
MACS_J1621.3+3810,245.3533375,38.16906944,0.465,0,20.08,0,129.83,0,1.18,7.53,0,11.6,0,,,77.5,0,2.90E-02,5.80E-02,0.021589,0.00061803,66.071,71.195,7.3319,4.30E-10,4.63E-10,1.17E-10,1.82E+13,1.46E+12,5.5485,0.56607,2.06E-23,3.6489,0.38665,2.1894,0.23199,,,,,,,,,,,0.49317,1204.284,,,,,,,1.03,0,-0.706,0,1.29,0,,,,,,,,,,,,,,,,,,,,,,3.764
MACS_J1931.8-2634,292.9569,-26.57610833,0.352,0,14.56,0,87.52,0,1.27,7.5,0,23.4,0,,,11.6,0,2.46E-02,4.92E-02,0.051703,0.001322,34.465,34.465,3.9006,9.62E-10,9.62E-10,2.65E-10,8.08E+12,6.63E+11,5.1722,0.68494,2.14E-23,1.3636,0.18391,0.81817,0.11035,,,,,,,,,,,0.49163,1022.652,,,,,,,1.419,0,-0.545,0,1.63,0,,,,,,,,,,8760,0,8760,0,0,,,,,,,,1.518
MACS_J2049.9-3217,312.4843542,-32.28119444,0.325,0,195.85,0,92.71,0,1.06,6.98,0,8.71,0,,,9.64,0,2.33E-02,4.67E-02,0.0091549,0.0019104,234.68,234.68,69.028,1.52E-10,1.52E-10,5.07E-11,4.20E+12,7.98E+11,9.6347,2.4252,2.68E-23,11.453,3.7448,6.872,2.2469,,,,,,,,,,,1.0031,971.043,,,,,,,0.839,0,-1.108,0,1.04,0,,,,,,,,,,,,,,,,,,,,,,11.697
MACS_J2211.7-0349,332.9410667,-3.827011111,0.27,0,165.49,0,78.26,0,1.59,10.51,0,22.2,0,,,6.26,0,2.05E-02,4.09E-02,0.020539,0.0020871,180.81,180.81,36.237,4.51E-10,4.51E-10,9.67E-11,1.68E+12,2.33E+11,12.922,2.4553,2.85E-23,6.4494,1.3897,3.8696,0.83381,,,,,,,,,,,0.90056,852.949,,,,,,,0.664,0,-0.767,0,1.18,0,,,,,,,,,,,,,,,,,,,,,,6.038
MACS_J2214.9-1359,333.7394458,-14.00259722,0.483,0,297.7,0,171.96,0,1.46,8.8,0,24.2,0,,,27.1,0,3.04E-02,6.09E-02,0.0036912,0.00054698,321.83,370.12,86.447,4.60E-11,5.29E-11,1.33E-11,7.40E+12,1.36E+12,8.84,1.92,2.51E-23,27.903,7.3365,16.742,4.4019,,,,,,,,,,,1.0044,1262.523,,,,,,,1.045,0,-1.055,0,1.09,0,,,,,,,,,,,,,,,,,,,,,,27.789
MACS_J2228.5+2036,337.1411333,20.62175278,0.412,0,118.79,0,107.22,0,1,8.4,0,18.1,0,,,16.8,0,2.72E-02,5.43E-02,0.012347,0.0016628,159.92,159.92,35.408,1.71E-10,1.71E-10,4.15E-11,6.81E+12,1.01E+12,8.3741,1.7086,2.56E-23,7.7324,1.8903,4.6394,1.1342,,,,,,,,,,,1.0046,1128.189,,,,,,,0.5,0,-1.048,0,0.73,0,,,,,,,,,,,,,,,,,,,,,,8.086
MACS_J2229.7-2755,337.4389917,-27.92733611,0.324,0,12.39,0,74.97,0,1.36,5.5,0,9.6,0,,,27.9,0,2.33E-02,4.65E-02,0.041075,0.0011005,27.35,27.552,2.32,5.20E-10,5.24E-10,1.09E-10,5.65E+12,3.44E+11,3.5014,0.31349,1.93E-23,1.2895,0.12052,0.77373,0.072309,6.95,1.36,,,,,,,,,0.48846,968.239,,,,,,,1.34,0,-0.438,0,1.51,0,,,,,,,,,,,,,,,,,,,,,,1.572
MACS_J2245.0+2637,341.2694042,26.63429444,0.304,0,42.03,0,105.93,0,1.33,5.1,0,9.47,0,,,19.1,0,2.14E-02,4.27E-02,0.023233,0.0010623,61.647,63.989,7.605,1.89E-10,1.96E-10,2.42E-11,5.03E+12,4.41E+11,5.21,0.6,2.27E-23,2.8851,0.35749,1.731,0.21449,,,,,,,,,,,0.70454,927.189,,,,,,,1.31,0,-0.805,0,1.28,0,,,,,,,,,,79,0,79,0,0,,,,,,,,3.389
MKW_03s,230.466375,7.708880556,0.0442,0,23.94,0,131.08,0,0.96,3.5,0,1.14,0,1.69,0,0.588,0,2.18E-02,2.62E-02,0.013864,0.00057448,56.415,56.415,2.5556,7.31E-11,7.31E-11,4.01E-12,2.01E+12,5.28E+10,3.3145,0.12245,2.01E-23,3.4795,0.19316,2.0877,0.1159,0.37,0,,,,,,,,,0.39,182.54,0.292766524,0,0.376629734,0,3.4722,0,,,,,,,410,44,420,,,,,,,,,410,44,420,MKW3S,15.1,0.9,0.88,0.12,0.58,0.12,4.53
MKW_04,181.1134083,1.895219444,0.02,0,6.86,0,392.7,0,1.26,2.16,0,0.029,0,,,0.024,0,2.08E-02,2.27E-02,0.0054359,0.00027927,68.938,68.938,4.5138,1.88E-11,1.88E-11,1.42E-12,2.01E+12,8.22E+10,2.1466,0.12331,2.36E-23,4.8819,0.37624,2.9291,0.22574,0.33,0,0.03,0,0.1,0,0.1,0.01,5.66,0,0.04925,82.78,0.406193056,0,0.350303156,0,3.6881,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.299
MKW_08,220.1651375,3.470447222,0.027,0,130.68,0,228.51,0,0.87,3.29,0,0.851,0,,,0.036,0,1.87E-02,2.14E-02,0.0034222,0.00032205,187.82,187.82,18.436,2.36E-11,2.36E-11,2.85E-12,1.94E+12,1.07E+11,3.8094,0.29619,1.99E-23,16.343,1.995,9.8057,1.197,0.19,0,,,,,,,,,0.25106,111.906,0.854137463,0,0.760758732,0,2.1558,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.676
MS_0015.9+1609,4.639595833,16.43694167,0.541,0.003,162.07,0,64.17,0,1.29,9.9,0,33.2,0,,,32.4,0,3.03E-02,6.07E-02,0.010626,0.00054413,187.05,188.07,26.438,1.56E-10,1.56E-10,2.28E-11,7.14E+12,7.18E+11,9.09,1.24,2.70E-23,9.2468,1.3473,5.5481,0.8084,,,,,,,,,,,0.60682,1311.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.789
MS_0116.3-0115,19.72476667,-1.002094444,0.045218,0.000107,12.77,0,220.8,0,0.63,1.84,0,,,,,0.167,0,2.19E-02,2.63E-02,0.0027684,0.00027523,108.71,104.99,14.584,9.61E-12,9.28E-12,1.47E-12,1.91E+12,1.63E+11,2.0579,0.25403,1.73E-23,12.514,1.9834,7.5082,1.19,0.48,0,,,,,,,,,0.10067,183.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.877
MS_0440.5+0204,70.79146667,2.171861111,0.19,0.003,25.46,0,164.03,0,1.11,5.02,0,2.21,0,124,0,2.24,0,1.57E-02,3.13E-02,0.020492,0.0013476,60.811,64.365,9.8489,3.63E-10,3.84E-10,1.47E-10,7.41E+12,8.47E+11,4.82,0.71,1.91E-23,3.5986,0.58051,2.1592,0.3483,,,,,,,,,,,0.36011,653.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.696
MS_0451.6-0305,73.54585,-3.014497222,0.55,0.003,568.13,0,15.61,0,2.81,8.62,0,33.6,0,,,32.1,0,3.16E-02,6.31E-02,0.0025615,0.00070428,697.21,697.21,271.49,5.42E-11,5.42E-11,2.38E-11,2.18E+13,5.48E+12,11.613,3.5643,3.03E-23,43.669,17.995,26.201,10.797,,,8.09,0,7.63,0,2.79,0.42,11,0,0.78923,1308.623,,,,,,,0.702,0,-0.998,0,1.15,0,,,,,,,,,,,,,,,,,,,,,,45.898
MS_0735.6+7421,115.4343542,74.24395278,0.216,0.003,15.96,0,106.79,0,1.14,5.45,0,7.65,0,124,0,31.8,0,1.66E-02,3.32E-02,0.036185,0.00027316,32.665,32.665,1.9474,2.09E-10,2.09E-10,1.25E-11,2.77E+12,1.21E+11,3.7078,0.23498,1.95E-23,1.5331,0.097848,0.91988,0.058709,1.51,0,,,,,,,,,0.39851,722.474,,,,,,,,,,,,,6900,2600,7600,,,,,,,,,6900,2600,7600,,,,,,,,1.836
MS_0839.8+2938,130.7332042,29.45749167,0.194,0.003,19.19,0,105.79,0,1.33,3.8,0,3.13,0,64.7,0,29.2,0,1.53E-02,3.05E-02,0.026922,0.00042444,33.752,33.752,3.4863,1.32E-10,1.32E-10,1.37E-11,3.01E+12,2.27E+11,3.1983,0.32326,1.90E-23,1.8222,0.1864,1.0933,0.11184,1.2,0,,,,,,,,,0.30529,664.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.292
