Name,RA,Dec,z,z_err,K0,K0_err,K100,K100_err,alpha,Tx,Tx_err,Lbol,Lbol_err,LHa,LHa_err,Lrad,Lrad_err,Rin,Rout,nelec,nelec_err,Kitpl,Kflat,K_err,Pitpl,Pflat,Perr,Mgrav,Mgrav_err,clustemp,clustemp_err,Lambda,tcool5/2,t52err,tcool3/2,t32err,UVSFR,UVerr,IRSFR,IR_err,70SFR,70err,24SFR,24err,BCGmass,BCGmass_err,ROIout,D_A,asymm_v0,asymm_v0_err,clumpy_v0,clump_v0_err,concen_v0,concen_v0_err,Symmetry,Symm_err,Peakiness,Peak_err,Alignment,Align_err,RaffCP(2006),Raff_err_low,Raff_err_high,CavagCP(2010),Cavag_err_low,Cavag_err_high,OSulCP(2011),OSul_err_low,Osul_err_high,HlavaCP(2012),Hlava_err,completeCavPow,complete_err_low,complete_err_high,name_in_Fraser-McKelvie,BCG_Stellar_Mass,mass_high,mass_low,BCG_SFR,SFR_high,SFR_low,alt_tcool
MS_0906.5+1110,137.3031375,10.97555556,0.18,0.003,104.23,0,97.32,0,1.15,8.1,0,4.69,0,6.38,0,2.01,0,1.38E-02,2.77E-02,0.01225,0.0016836,120.79,120.79,15.556,1.27E-10,1.27E-10,2.10E-11,1.51E+12,1.00E+11,6.3396,0.64703,2.26E-23,6.6767,1.1429,4.006,0.68577,,,,,,,,,,,0.4978,577.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.091
MS_1006.0+1202,152.1977583,11.79341944,0.221,0.003,160.28,0,82.81,0,1.32,7.03,0,4.81,0,8.68,0,3.14,0,1.75E-02,3.51E-02,0.0074404,0.00020862,164.3,152.97,24.594,7.55E-11,7.03E-11,1.14E-11,-3.36E+12,-3.66E+11,5.83,0.93,2.11E-23,10.842,1.756,6.5051,1.0536,,,,,,,,,,,0.59628,735.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.196
MS_1008.1-1224,152.6346333,-12.66577778,0.301,0.003,97.62,0,262.05,0,0.76,7.47,0,8.53,0,19.7,0,8.04,0,2.21E-02,4.42E-02,0.0050429,0.00029337,193.91,197.23,23.67,4.66E-11,4.74E-11,6.03E-12,5.44E+12,4.62E+11,5.8,0.66,2.26E-23,14.837,1.8961,8.9019,1.1377,,,,,,,,,,,0.79601,920.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.476
MS_1455.0+2232,224.3128667,22.34235833,0.2578,0,16.88,0,81.47,0,1.39,4.51,0,10.4,0,,,37.5,0,1.90E-02,3.81E-02,0.05002,0.00079374,31.58,31.58,2.4858,3.47E-10,3.47E-10,2.77E-11,4.33E+12,2.48E+11,4.0977,0.30872,1.93E-23,1.2407,0.095524,0.74442,0.057315,5.9,0.86,9.46,0,,,3.16,0.47,10.86,0,0.49504,827.666,0.215480622,0,0.362182764,0,4.0926,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.396
MS_2137.3-2353,325.0632417,-23.66130833,0.313,0.003,14.68,0,89.85,0,1.39,6.3,0,11.4,0,,,13.4,0,2.27E-02,4.54E-02,0.043918,0.00090449,33.032,33.032,2.4108,7.02E-10,7.02E-10,1.26E-10,7.82E+12,4.11E+11,4.3899,0.35528,1.93E-23,1.5151,0.12653,0.90906,0.075917,3.09,0,18.49,0,,,3.73,0.84,10.96,0,0.54523,945.894,,,,,,,1.539,0,-0.489,0,1.53,0,,,,,,,,,,179,0,,,,,,,,,,,1.646
MS_1157.3+5548,179.9678958,55.53489167,0.081,0.003,5.93,0,277.01,0,1.45,2.91,0,0.124,0,,,0.444,0,2.26E-02,3.01E-02,0.0052746,0.00035055,49.016,49.016,2.9339,3.05E-11,3.05E-11,5.68E-12,2.86E+12,8.45E+10,1.746,0.10096,1.70E-23,5.6863,0.50091,3.4118,0.30055,0.69,0,,,,,,,,,0.31611,314.966,0.621080739,0,0.575902685,0,4.9157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.643
NGC_507,20.91627083,33.25603611,0.016458,0.000023,0,0,99.89,0,0.65,1.4,0,0.24,0,,,0.324,0,1.97E-02,2.05E-02,0.0054592,0.0014216,35.88,35.88,6.3033,9.84E-12,9.84E-12,2.58E-12,1.24E+12,2.45E+10,1.1456,0.03,1.67E-23,3.674,0.96151,2.2044,0.57691,0.26,0,0.29,0,0.05,0,0.17,0.02,4.83,0,0.05996,68.848,0.655669402,0,0.4707212,0,2.453,0,,,,,,,,,,19.9,6.8,4.4,20.68,5.58,28.72,,,20.68,5.58,28.72,,,,,,,,6.764
NGC_4636,190.7077333,2.687738889,0.003129,0.000014,1.42,0,11962.07,0,1.96,0.66,0,,,,,0.014,0,2.00E-02,2.02E-02,0.0024786,0.00058971,43.113,43.113,7.0318,3.17E-12,3.17E-12,7.64E-13,1.60E+12,4.47E+10,0.79844,0.03,1.28E-23,7.3361,1.767,4.4017,1.0602,0.02,0,0.01,0,0.07,0.02,0.02,0,1.38,0,0.02414,13.226,0.203519615,0,0.354151237,0,3.9065,0,,,,,,,,,,2.76,0.91,0.56,0.28,0.04,0.11,,,0.28,0.04,0.11,,,,,,,,2.871
NGC_5044,198.8497792,-16.38545,0.00928,0.000077,2.28,0,82.15,0,0.96,1.22,0,0.209,0,,,0.054,0,2.00E-02,2.05E-02,0.0096556,0.0018842,21.337,21.337,2.8536,1.51E-11,1.51E-11,2.99E-12,-6.51E+11,-1.48E+10,0.97477,0.03,1.44E-23,2.0443,0.40386,1.2266,0.24232,0.12,0,0.27,0,0.23,0.05,0.19,0.02,3.61,0,0.0473,38.123,0.434447274,0,0.292741202,0,2.5361,0,,,,,,,,,,4.18,1.97,1.18,2.88,0.45,2.55,,,2.88,0.45,2.55,,,,,,,,3.528
NGC_5813,225.2969167,1.702008333,0.006525,0.000017,1.38,0,102.51,0,0.91,0.76,0,0.026,0,,,0.012,0,2.01E-02,2.04E-02,0.0036231,0.00055865,28.826,28.826,3.0821,3.99E-12,3.99E-12,6.27E-13,-4.89E+12,-1.06E+11,0.68,0.02,1.95E-23,2.8079,0.44076,1.6847,0.26446,0.07,0,0.04,0,0.11,0.04,0.1,0.01,2.4,0,0.02408,28.039,0.299714246,0,0.347490147,0,3.0325,0,,,,,,,,,,3.97,2.36,1.02,1.64,0.2,0.29,,,1.64,0.2,0.29,,,,,,,,1.519
NGC_5846,226.6220375,1.605591667,0.005711,0.000017,1.83,0,685.78,0,1.44,0.64,0,0.019,0,,,0.013,0,2.00E-02,2.02E-02,0.0042505,0.00083114,32.394,32.394,4.308,5.85E-12,5.85E-12,1.15E-12,-1.55E+12,-2.98E+10,0.91846,0.030408,1.37E-23,4.614,0.91507,2.7684,0.54904,0.08,0,0.14,0,0.17,0.04,0.14,0.01,4.78,0,0.02602,24.242,0.446261873,0,0.374707609,0,2.6073,0,,,,,,,,,,0.88,0.59,0.3,1.71,0.44,0.5,,,1.71,0.44,0.5,,,,,,,,7.779
Ophiuchus,258.1155458,-23.36853889,0.028,0,8.95,0,247.48,0,0.73,11.79,0,2.78,0,,,0.566,0,1.94E-02,2.21E-02,0.019941,0.00093261,75.322,79.281,2.8598,1.79E-10,1.88E-10,9.22E-12,2.35E+12,3.73E+10,6.934,0.17787,2.36E-23,4.2926,0.22898,2.5756,0.13739,2.6,0.1,,,,,,,,,0.10126,115.911,0.137611809,0,0.002907295,0,2.1726,0,,,,,,,,,,,,,,,,,,,,,Ophiuchus,153.4,1.11,1.08,0.31,0.68,0.15,4.556
PKS_0745-191,116.8809833,-19.29438333,0.1028,0.0005,12.41,0,110.7,0,1.39,8.5,0,21.6,0,28,0,700,0,1.79E-02,2.68E-02,0.074718,0.00070256,25.826,25.826,1.5418,5.55E-10,5.55E-10,3.33E-11,3.13E+12,1.36E+11,4.4235,0.23123,1.98E-23,0.87357,0.046397,0.52414,0.027838,,,17.81,0,11.52,2.57,8.5,0.85,9.51,0,0.50045,389.809,0.072191988,0,0.183856687,0,3.7932,0,,,,,,,1700,300,1400,,,,,,,,,1700,300,1400,,,,,,,,0.971
RBS_461,55.322875,15.39851667,0.029,0,95.67,0,68.8,0,1.39,2.6,0,,,0.088,0,0.308,0,2.00E-02,2.29E-02,0.0047339,0.00029178,103.42,103.42,6.9144,2.24E-11,2.24E-11,1.81E-12,3.39E+11,1.31E+10,2.8039,0.16036,1.70E-23,10.149,0.85339,6.0896,0.51203,,,,,,,,,,,0.24842,119.907,0.845229227,0,0.764738173,0,2.734,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.203
RBS_533,64.90877083,2.409872222,0.0123,0,2.22,0,164.34,0,1,1.29,0,,,0.016,0,0.061,0,1.98E-02,2.11E-02,0.0067612,0.00029639,41.378,41.378,1.4756,1.62E-11,1.62E-11,7.84E-13,1.08E+12,1.62E+10,1.4731,0.033428,1.54E-23,4.1435,0.20453,2.4861,0.12272,0.14,0,,,,,,,,,0.05943,51.893,0.236374519,0,0.258541485,0,3.596,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.193
RBS_797,146.8028875,76.38705556,0.3541,0.00062,19.49,0,97.67,0,1.67,6.43,0,26.3,0,,,102,0,2.47E-02,3.70E-02,0.07248,0.0014337,31.21,31.21,3.1064,1.53E-09,1.53E-09,3.69E-10,5.44E+12,3.93E+11,5.0845,0.83291,2.01E-23,1.0186,0.16807,0.61114,0.10084,,,,,,,,,,,0.5428,1026.408,,,,,,,,,,,,,1200,500,1700,,,,,,,10760,0,10760,0,0,,,,,,,,1.073
RCS_J2327-0204,351.8646833,-2.077502778,0.7,0,68.55,0,217.2,0,1.28,7.06,0,,,,,2.51,0,1.63E-02,3.26E-02,0.021179,0.00093909,97.401,99.283,21.099,6.14E-10,6.26E-10,3.23E-10,4.59E+12,7.22E+11,7.6,1.6,2.17E-23,4.8172,1.0364,2.8903,0.62184,,,,,,,,,,,0.30983,680.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.491
RXC_J0331.1-2100,52.77508333,-21.00914722,0.188,0,11.4,0,134.1,0,1.3,4.61,0,,,,,147,0,2.33E-02,3.11E-02,0.029859,0.002186,35.509,35.509,3.4813,3.97E-10,3.97E-10,1.07E-10,4.54E+12,2.83E+11,3.9595,0.37798,2.07E-23,1.874,0.22545,1.1244,0.13527,,,,,,,,,,,0.19407,648.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.299
RXC_J1023.8-2715,155.95915,-27.25660278,0.2533,0,20.86,0,255.29,0,1.45,8.43,0,,,,,,,1.76E-02,2.64E-02,0.034523,0.00063871,47.316,47.316,5.6077,6.73E-10,6.73E-10,1.93E-10,5.08E+12,4.39E+11,4.9781,0.58925,1.81E-23,2.3279,0.2789,1.3967,0.16734,0.35,0.08,,,,,,,,,0.32539,367.897,0.18581872,0,0.414937029,0,4.6299,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
RXC_J0220.9-3829,35.23575833,-38.48089167,0.2287,0,43,0,159.95,0,1.23,4.86,0,,,,,3.4,0,1.81E-02,3.62E-02,0.011672,0.00090396,62.695,73.268,7.184,6.10E-11,7.13E-11,7.83E-12,3.33E+12,2.50E+11,3.77,0.33,2.08E-23,4.5276,0.52917,2.7166,0.3175,,,,,,,,,,,0.48848,754.632,,,,,,,0.256,0,-0.877,0,0.69,0,,,,,,,,,,,,,,,,,,,,,,5.739
RXC_J0232.2-4420,38.0782125,-44.3463,0.2836,0,44.62,0,166.53,0,1.16,7.84,0,18.3,0,,,12.6,0,2.12E-02,4.24E-02,0.017788,0.00020945,77.053,83.794,11.316,1.51E-10,1.65E-10,2.23E-11,6.46E+12,6.94E+11,5.71,0.77,2.36E-23,3.9643,0.53662,2.3786,0.32197,,,,,,,,,,,0.59367,883.339,,,,,,,0.535,0,-0.83,0,0.94,0,,,,,,,,,,,,,,,,,,,,,,4.635
RX_J0439.0+0520,69.75924167,5.345308333,0.208,0,14.92,0,95.47,0,1.19,4.63,0,3.61,0,68.7,0,89.5,0,1.82E-02,3.63E-02,0.01396,0.00056044,79.779,88.827,15.498,1.05E-10,1.16E-10,2.06E-11,6.07E+10,8.57E+09,5.15,0.89,1.98E-23,5.4318,0.96369,3.2591,0.57822,,,9.93,0,7.35,1.54,7.57,0.83,8.79,0,0.336,701.728,,,,,,,1.249,0,-0.717,0,1.31,0,,,,,,,,,,,,,,,,,,,,,,5.608
RX_J0439.0+0715,69.75295833,7.268791667,0.23,0,66.75,0,129.57,0,1.06,6.5,0,9.56,0,6.65,0,4.34,0,1.68E-02,3.36E-02,0.035143,0.0015903,31.453,33.554,3.2188,4.61E-10,4.92E-10,1.19E-10,4.74E+12,3.40E+11,3.6,0.33,1.93E-23,1.5467,0.15811,0.92799,0.094867,,,,,,,,,,,0.78131,757.871,,,,,,,0.873,0,-0.994,0,1.38,0,,,,,,,,,,,,,,,,,,,,,,1.863
RXC_J0528.9-3927,82.22099583,-39.47098056,0.2839,0,72.85,0,99.8,0,1.47,9.77,0,13.1,0,,,11.1,0,1.93E-02,3.85E-02,0.022494,0.00049912,83.448,85.711,17.362,2.42E-10,2.49E-10,5.06E-11,2.88E+12,4.38E+11,6.83,1.38,2.19E-23,4.0389,0.82097,2.4234,0.49258,,,,,,,,,,,0.57796,837.395,,,,,,,0.767,0,-0.963,0,0.76,0,,,,,,,,,,,,,,,,,,,,,,4.008
RX_J0647.7+7015,101.9584542,70.24712778,0.5907,0,225.06,0,48.82,0,1.7,9.07,0,26.7,0,,,39.1,0,3.29E-02,6.58E-02,0.013154,0.0015755,235.68,235.68,66.045,2.80E-10,2.80E-10,8.23E-11,-9.55E+09,-1.88E+09,12.626,3.3462,3.07E-23,9.1355,2.6568,5.4813,1.5941,,,,,,,,,,,0.82182,1361.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.32
RX_J0819.6+6336,124.8583625,63.62403611,0.119,0,20.69,0,170.57,0,0.68,3.9,0,1.12,0,,,11,0,2.12E-02,3.18E-02,0.0081033,0.0013816,103.19,103.19,16.601,5.46E-11,5.46E-11,1.12E-11,4.56E+12,3.81E+11,4.1338,0.5663,1.99E-23,7.4791,1.6358,4.4874,0.98149,,,,,,,,,,,0.31784,442.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.656
RX_J1000.4+4409,150.1334333,44.14435833,0.154,0,27.71,0,151.1,0,1.09,3.42,0,,,1.3,0,1.41,0,2.64E-02,3.96E-02,0.0070113,0.003132,74.538,82.168,23.223,3.10E-11,3.42E-11,1.41E-11,4.27E+12,2.87E+11,3.01,0.25,1.80E-23,6.9791,3.1711,4.1875,1.9026,,,,,,,,,,,0.39578,551.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.537
RX_J1022.1+3830,155.5418083,38.52320556,0.0491,0,51.6,0,194.76,0,1.04,3.04,0,,,,,0.124,0,1.89E-02,2.37E-02,0.0038829,0.0002119,88.664,93.911,7.6,1.38E-11,1.46E-11,1.31E-12,1.57E+12,8.93E+10,2.32,0.17,1.78E-23,9.8205,0.89725,5.8923,0.53835,0.34,0,,,,,,,,,0.08993,198.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.533
RXC_J1130.0+3637,172.5116208,36.63562778,0.06,0,29.93,0,149.6,0,1.14,2.02,0,,,,,0.188,0,2.28E-02,2.86E-02,0.0037555,0.00033173,56.883,64.981,5.0096,8.36E-12,9.55E-12,9.19E-13,1.26E+12,6.04E+10,1.57,0.09,1.46E-23,8.3433,0.87856,5.006,0.52714,0.2,0,,,,,,,,,0.19989,239.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.511
RX_J1320.2+3308,200.0610417,33.14251667,0.036625,0.00026,8.8,0,140.28,0,1.28,1.01,0,,,0.212,0,2.24,0,2.15E-02,2.51E-02,0.0053894,0.00045917,29.469,29.604,1.7958,7.91E-12,7.95E-12,6.96E-13,1.39E+12,2.24E+10,0.98154,0.026813,1.43E-23,3.724,0.33319,2.2344,0.19992,,,,,,,,,,,0.17183,149.959,0.776338547,0,0.622682992,0,3.957,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.342
RX_J1347.5-1145,206.8774708,-11.75279167,0.451,0,12.45,0,179.86,0,1.06,10.88,0,101,0,,,384,0,2.87E-02,5.73E-02,0.050968,0.00057356,87.948,87.948,17.675,2.40E-09,2.40E-09,1.16E-09,3.41E+13,5.02E+12,11.25,1.8487,2.87E-23,2.2466,0.37005,1.3479,0.22203,,,,,,,,,,,1.0026,1189.438,,,,,,,0.881,0,-0.464,0,1.28,0,,,,,,,,,,,,,,,,,,,,,,2.27
RX_J1423.8+2404,215.9489958,24.07790278,0.5431,0,10.23,0,119.91,0,1.27,5.92,0,16,0,,,106,0,3.18E-02,6.35E-02,0.035701,0.00039892,55.009,55.009,5.8089,8.28E-10,8.28E-10,2.10E-10,1.88E+13,1.45E+12,5.8145,0.61161,2.21E-23,2.1531,0.22775,1.2918,0.13665,,,,,,,,,,,0.79403,1316.426,,,,,,,,,,,,,1400,900,2500,,,,,,,2053,0,2053,0,0,,,,,,,,2.33
RX_J1504.1-0248,226.0308958,-2.804361111,0.2153,0,13.08,0,95.58,0,1.5,8.9,0,34.9,0,,,90.2,0,1.66E-02,3.31E-02,0.10512,0.0012801,24.026,24.026,1.5532,9.11E-10,9.11E-10,5.95E-11,3.83E+12,1.80E+11,4.9725,0.28631,2.01E-23,0.68825,0.040505,0.41295,0.024303,56.5,0.46,,,,,,,,,0.59562,719.902,0.083758239,0,0.373581268,0,4.3745,0,1.222,0,-0.456,0,1.57,0,,,,,,,,,,,,,,,,,,,,,,0.732
RX_J1532.9+3021,233.2240875,30.34964444,0.345,0,16.93,0,76.31,0,1.51,5.44,0,21,0,473,0,101,0,2.33E-02,4.65E-02,0.046141,0.001441,32.226,32.226,2.5314,3.10E-10,3.10E-10,2.54E-11,7.19E+12,3.99E+11,4.3765,0.35,1.99E-23,1.3932,0.11961,0.83591,0.071767,,,227.52,0,110.14,22.03,43.54,4.35,9.33,0,0.4885,1009.373,,,,,,,,,,,,,,,,,,,,,,859,0,859,0,0,,,,,,,,1.564
RXC_J1539.5-8335,234.8853542,-83.58995278,0.0728,0,25.88,0,109.99,0,1.41,3.81,0,,,,,3.92,0,2.05E-02,2.73E-02,0.030283,0.0014632,35.122,35.122,3.4314,4.02E-10,4.02E-10,1.00E-10,1.94E+12,1.31E+11,3.6149,0.35609,1.90E-23,1.8306,0.20085,1.0983,0.12051,,,,,,,,,,,0.23899,285.796,,,,,,,,,,,,,,,,,,,,,,,,,,,RXCJ1539.5-8335,46.4,1.46,1.43,2.08,1.66,0.35,2.166
RX_J1720.1+2638,260.0414208,26.62475278,0.164,0,21.03,0,109.14,0,1.39,5.55,0,11.5,0,7.6,0,71.4,0,2.67E-02,4.00E-02,0.034207,0.00075986,42.687,42.687,3.4132,2.49E-10,2.49E-10,2.04E-11,6.63E+12,3.82E+11,4.5069,0.35606,1.96E-23,1.9639,0.16117,1.1783,0.096702,2.67,0.68,,,,,,,,,0.55971,580.501,0.237408984,0,0.423244237,0,4.1678,0,0.905,0,-0.672,0,1.07,0,,,,,,,,,,,,,,,,,,,,,,2.141
RX_J1720.2+3536,260.0706375,35.60656389,0.3913,0,24,0,94.44,0,1.42,5.65,0,13.1,0,,,107,0,2.52E-02,5.04E-02,0.03267,0.00048771,41.816,44.718,3.6443,2.26E-10,2.42E-10,1.99E-11,6.92E+12,4.39E+11,4.6743,0.3884,2.02E-23,2.0636,0.17422,1.2382,0.10453,,,,,,,,,,,0.60533,1093.397,,,,,,,,,,,,,,,,,,,,,,381,0,381,0,0,,,,,,,,2.283
RX_J1852.1+5711,283.0367292,57.195175,0.1094,0,18.72,0,170.36,0,0.83,3.44,0,,,,,13.6,0,1.97E-02,2.95E-02,0.0071899,0.00047384,66.754,79.728,8.319,2.90E-11,3.46E-11,3.88E-12,2.90E+12,2.48E+11,2.97,0.29,1.72E-23,6.9971,0.82428,4.1983,0.49457,,,,,,,,,,,0.34457,411.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.269
RX_J2129.6+0005,322.4164333,0.088563889,0.235,0,21.14,0,97.91,0,1.26,6.1,0,12.7,0,,,46.3,0,1.85E-02,3.69E-02,0.033052,0.0016645,41.28,44.179,5.3295,5.46E-10,5.85E-10,1.76E-10,7.22E+12,6.60E+11,4.55,0.53,2.09E-23,1.9215,0.24385,1.1529,0.14631,2.09,0,5.58,0,4.71,0,5.15,0.51,8.61,0,0.591,770.239,,,,,,,1.201,0,-0.788,0,1.29,0,,,,,,,,,,,,,,,,,,,,,,2.227
SC_1327-312,202.44895,-31.60653889,0.0495,0,64.57,0,160.82,0,0.81,3.53,0,3.16,0,,,0.145,0,1.95E-02,2.44E-02,0.0054668,0.00059841,111.67,110.21,11.688,3.07E-11,3.03E-11,4.07E-12,1.76E+12,9.68E+10,3.3966,0.2534,1.82E-23,9.9734,1.3212,5.984,0.7927,0.37,0,,,,,,,,,0.24916,213.339,,,,,,,,,,,,,,,,,,,,,,,,,,,SC1327-312,12.6,0.5,0.49,0.08,0.2,0.04,11.631
Sersic_159-03,348.49485,-42.72630556,0.058,0.003,10.45,0,77.78,0,1.17,2.65,0,1.1,0,3.54,0,18.7,0,2.12E-02,2.65E-02,0.029271,0.00086236,25.335,25.335,1.9467,1.14E-10,1.14E-10,9.12E-12,1.61E+12,8.79E+10,2.3987,0.17622,1.60E-23,1.4953,0.11836,0.89718,0.071016,0.52,0,0.89,0,0.67,0.15,0.3,0.03,4.21,0,0.16979,231.682,0.325194721,0,0.417304832,0,3.1756,0,,,,,,,780,260,820,,,,,,,,,780,260,820,Abell S1101,27.4,0.66,0.64,0.29,0.27,0.06,1.825
RASSCALS_SS2b153,162.6088542,-12.84493333,0.0154,0,1.12,0,71.35,0,0.8,0.8,0,,,,,0.216,0,2.04E-02,2.23E-02,0.0076781,0.00059666,20.458,20.458,1.1674,2.38E-11,2.38E-11,4.64E-12,9.28E+11,1.63E+10,0.78337,0.015842,1.49E-23,2.0031,0.16085,1.2019,0.096507,0.28,0,,,,,,,,,0.07656,77.876,0.298607719,0,0.503193709,0,4.3622,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.899
UGC_03957,115.2430625,55.42730556,0.03412,0.00009,12.88,0,175.07,0,0.98,2.96,0,,,,,1.23,0,2.01E-02,2.34E-02,0.011889,0.00079028,47.86,50.487,3.1312,4.80E-11,5.07E-11,3.94E-12,2.52E+12,8.91E+10,2.6682,0.12694,2.08E-23,3.1466,0.25721,1.888,0.15432,0.49,0,,,,,,,,,0.24085,140.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74
UGC_12491,349.6596292,42.95807222,0.017365,0.000103,2.99,0,148.48,0,1.12,0.87,0,,,,,0.02,0,1.92E-02,2.09E-02,0.0066,0.0007127,28.061,28.061,2.4808,2.53E-11,2.53E-11,7.27E-12,1.12E+12,4.20E+10,1.0157,0.053249,1.30E-23,3.4658,0.41603,2.0795,0.24962,,,,,,,,,,,0.08983,72.958,0.504001067,0,0.542956892,0,4.1107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.268
ZwCl_1215.1+0400,184.4237833,3.654391667,0.075,0,163.23,0,131.29,0,1,3,0,3.52,0,,,0.378,0,2.11E-02,2.81E-02,0.0066594,0.001781,184.62,184.62,39.534,7.05E-11,7.05E-11,2.06E-11,3.34E+12,2.91E+11,6.5099,0.80007,2.09E-23,13.63,4.0118,8.1783,2.4071,,,,,,,,,,,0.63152,293.679,0.875864076,0,0.830402926,0,2.6042,0,,,,,,,,,,,,,,,,,,,,,ZWCL1215.1+0400,31.1,0.87,0.85,0.42,0.36,0.08,13.218
ZwCl_1358.1+6245,209.960525,62.51793611,0.328,0.003,20.67,0,97.97,0,1.43,7.2,0,12.5,0,129,0,7.8,0,2.35E-02,4.69E-02,0.023063,0.00058468,37.331,44.185,4.7323,2.71E-10,3.21E-10,8.34E-11,6.68E+12,6.16E+11,3.58,0.38,1.76E-23,2.5789,0.28144,1.5474,0.16886,,,2.86,0,,,1.73,0.26,5.36,0,0.68016,976.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83
ZwCl_1742.1+3306,266.0604792,32.99157778,0.0757,0,23.84,0,126.53,0,1.3,4.4,0,,,,,11.1,0,2.12E-02,2.83E-02,0.020052,0.00055799,31.641,40.781,2.3769,7.59E-11,9.78E-11,5.91E-12,2.65E+12,1.41E+11,3.01,0.17,1.89E-23,2.3127,0.14561,1.3876,0.087365,,,2.02,0,1.52,0.32,1.45,0.15,3.8,0,0.34676,296.178,,,,,,,,,,,,,,,,,,,,,,,,,,,ZWCL1742.1+3306,24.5,0.61,0.59,0.71,0.16,0.03,2.985
ZwCl_0847.2+3617,132.5278208,36.07115556,0.378,0,194.53,0,62.12,0,1.39,14.5,0,17.3,0,,,10.8,0,2.58E-02,5.17E-02,0.010079,0.0019079,217.99,217.99,68.364,1.66E-10,1.66E-10,5.71E-11,5.23E+12,1.10E+12,9.7414,2.7335,2.55E-23,11.076,3.7491,6.6455,2.2494,,,,,,,,,,,0.7747,1073.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.683
ZwCl_1021.0+0426,155.9155625,4.185569444,0.2906,0,11.42,0,105.48,0,1.29,12.8,0,29.8,0,582,0,21,0,2.07E-02,4.13E-02,0.055175,0.0015134,31.36,31.36,2.4888,4.06E-10,4.06E-10,3.33E-11,6.35E+12,3.60E+11,4.4021,0.32243,2.01E-23,1.1617,0.090854,0.69699,0.054513,20.86,1.05,65.51,0,34.09,10.32,31.28,3.13,9.98,0,0.39246,897.317,,,,,,,,,,,,,5800,1500,6800,,,,,,,,,5800,1500,6800,,,,,,,,1.312
ZwCl_0949.6+5207,148.2049292,51.88479722,0.214,0,39.66,0,126,0,1.45,4.44,0,5.24,0,5.41,0,20.5,0,1.69E-02,3.39E-02,0.016371,0.00037196,54.812,54.812,4.523,9.37E-11,9.37E-11,7.90E-12,1.86E+12,1.11E+11,3.6982,0.33227,2.01E-23,3.2755,0.30356,1.9653,0.18214,,,0.97,0,2.91,0,0.57,0.14,6.32,0,0.45743,706.95,,,,,,,1.481,0,-0.768,0,1.58,0,6000,3500,8900,,,,,,,,,6000,3500,8900,,,,,,,,4.053
ZwCl_0857.9+2107,135.1534792,20.89454444,0.23,0,24.25,0,89.27,0,1.4,12.1,0,,,,,13,0,1.85E-02,3.69E-02,0.023483,0.0018385,37.537,38.169,4.0428,1.17E-10,1.19E-10,1.43E-11,2.63E+12,1.82E+11,3.13,0.29,1.71E-23,2.2772,0.27623,1.3663,0.16574,5.93,0.55,428.41,0,96.25,19.25,164.99,16.5,2.56,0,0.443,770.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.599
